date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric8,metric9
1/6/2015,S1F0RSG7,0,118193400,0,406,0,12,310411,0,0,2637
1/6/2015,S1F0RSML,0,149492512,0,0,0,13,383682,0,0,0
1/6/2015,S1F0RSMR,0,49201696,0,0,0,9,249764,0,0,26
1/6/2015,S1F0RSWJ,0,200397144,0,0,0,12,254818,0,0,0
1/6/2015,S1F0RSXC,0,127522984,0,0,0,8,141203,0,0,1
1/6/2015,S1F0RSZP,0,189439056,0,0,0,13,250800,0,0,0
1/6/2015,S1F0RSZZ,0,172706328,0,0,0,12,194618,0,0,0
1/6/2015,S1F0RTQV,0,171127176,0,0,0,10,388954,0,0,0
1/6/2015,S1F0RV6Z,0,100633152,0,0,0,7,385272,0,0,0
1/6/2015,S1F0RVG8,0,70916776,0,0,6,6,303866,0,0,8
1/6/2015,S1F0RVVR,0,167576624,0,0,0,7,180778,0,0,0
1/6/2015,S1F0S02A,0,124852896,0,0,0,7,246745,0,0,0
1/6/2015,S1F0S0NC,0,34688144,0,0,0,7,193019,0,0,2
1/6/2015,S1F0S1QK,0,82852400,0,0,0,7,384650,0,0,5
1/6/2015,S1F0S2WJ,0,203526776,1184,0,0,14,250853,8,8,0
1/6/2015,S1F0S30R,0,41186376,0,0,0,13,239129,0,0,0
1/6/2015,S1F0S33G,0,141284320,32,0,6,11,176105,0,0,7
1/6/2015,S1F0S34C,0,137290824,0,1331,0,13,205223,0,0,34
1/6/2015,S1F0S34Q,0,123214512,64728,0,10,13,195735,8,8,0
1/6/2015,S1F0S351,0,96015800,0,0,0,8,253940,0,0,0
1/6/2015,S1F0S363,0,60263976,0,0,0,11,387198,0,0,0
1/6/2015,S1F0S382,0,63243696,0,0,0,13,249957,0,0,0
1/6/2015,S1F0S387,0,46695456,0,2,0,12,249956,0,0,34
1/6/2015,S1F0S3A3,0,15024000,0,0,0,6,191243,0,0,1
1/6/2015,S1F0S3CR,0,225847568,0,0,0,7,382323,0,0,0
1/6/2015,S1F0S3DF,0,241930848,0,0,0,8,190882,0,0,2
1/6/2015,S1F0S454,0,225286304,0,0,0,6,383967,0,0,0
1/6/2015,S1F0S49E,0,225269880,0,0,0,8,250360,0,0,0
1/6/2015,S1F0S4CA,0,91922680,712,0,69,12,194294,0,0,0
1/6/2015,S1F0S4EG,0,138788800,0,0,0,6,243419,0,0,0
1/6/2015,S1F0S4G4,0,61079232,0,0,0,7,192396,0,0,0
1/6/2015,S1F0S4GB,0,85797440,0,0,0,6,383380,0,0,0
1/6/2015,S1F0S4MG,0,53416392,0,0,0,13,246418,0,0,0
1/6/2015,S1F0S4QZ,0,205515648,0,0,0,7,331634,0,0,0
1/6/2015,S1F0S4T6,0,177797784,0,0,0,9,250369,0,0,0
1/6/2015,S1F0S4WV,0,65686480,0,0,0,10,193835,0,0,0
1/6/2015,S1F0S4Y9,0,193841304,0,0,76,10,184060,16,16,0
1/6/2015,S1F0S517,0,185729600,0,0,0,8,220807,0,0,0
1/6/2015,S1F0S52H,0,78292968,0,0,0,12,267803,0,0,0
1/6/2015,S1F0S537,0,10786184,0,0,0,8,246988,0,0,1
1/6/2015,S1F0S561,0,137895088,0,0,0,13,239918,0,0,0
1/6/2015,S1F0S57T,0,100026736,0,0,0,7,246953,0,0,0
1/6/2015,S1F0S58D,0,171660216,0,0,0,12,204653,0,0,0
1/6/2015,S1F0S5B2,0,145199296,0,0,0,8,303426,0,0,1
1/6/2015,S1F0S5CE,0,93250632,0,0,0,9,267784,0,0,0
1/6/2015,S1F0S5E9,0,34067672,0,0,0,14,246145,0,0,0
1/6/2015,S1F0S5F0,0,142968600,0,0,0,12,245792,0,0,0
1/6/2015,S1F0S5LP,0,124567512,0,21,6,8,246257,0,0,1
1/6/2015,S1F0S5NE,0,155549840,0,0,2,7,308943,0,0,0
1/6/2015,S1F0S5SR,0,73527024,0,0,6,7,211825,0,0,1
1/6/2015,S1F0S5VX,0,102382232,0,0,0,8,190810,0,0,1
1/6/2015,S1F0S5WJ,0,225159232,0,0,0,8,141568,0,0,3
1/6/2015,S1F0S5YZ,0,234289096,0,208,0,9,239344,0,0,25
1/6/2015,S1F0S613,0,128072920,0,0,0,9,193505,0,0,0
1/6/2015,S1F0S62V,0,208679784,0,0,0,8,385663,0,0,4
1/6/2015,S1F0S62Z,0,26583504,0,0,0,11,388824,0,0,1
1/6/2015,S1F0S63A,0,140237896,0,0,0,6,226908,0,0,233
1/6/2015,S1F0S649,0,207198712,0,0,0,11,250841,0,0,0
1/6/2015,S1F0S65X,0,218547352,0,0,0,8,249951,0,0,0
1/6/2015,S1F0S66R,0,162100200,0,0,0,13,239630,0,0,0
1/6/2015,S1F0S68M,0,69880032,0,0,0,11,206295,0,0,0
1/6/2015,S1F0S6AB,0,160648336,0,0,0,14,247165,0,0,0
1/6/2015,S1F0S6B7,0,164191032,0,0,0,11,192272,0,0,0
1/6/2015,S1F0S6EY,0,183728352,0,0,0,11,267894,0,0,8
1/6/2015,S1F0S6FZ,0,191944520,0,220,0,8,249502,0,0,24
1/6/2015,S1F0S6GZ,0,186350448,0,0,0,12,250900,0,0,0
1/6/2015,S1F0S6HH,0,106056184,0,0,0,8,302988,0,0,3
1/6/2015,S1F0S6L1,0,156486856,0,0,0,7,382888,0,0,0
1/6/2015,S1F0S6VR,0,199842112,0,0,0,7,238888,0,0,0
1/6/2015,S1F0S70T,0,216322784,0,0,0,9,246770,0,0,0
1/6/2015,S1F0S7B7,0,222522072,0,0,0,13,307511,0,0,0
1/6/2015,S1F0S7DN,0,207849392,0,0,0,8,304582,0,0,3
1/6/2015,S1F0SAB1,0,22086864,0,0,0,13,223955,0,0,0
1/6/2015,S1F0SAB3,0,17502432,0,0,0,9,192433,0,0,1
1/6/2015,S1F0SAC1,0,82967568,0,0,0,6,194331,0,0,2
1/6/2015,S1F0SBBW,0,192621328,0,0,0,10,193188,0,0,0
1/6/2015,S1F0SBCL,0,118609280,0,0,0,12,192104,0,0,0
1/6/2015,S1F0SBF5,0,87263440,0,0,0,6,203208,0,0,0
1/6/2015,S1F0SBHA,0,43606808,0,0,0,12,247488,0,0,1
1/6/2015,S1F0SBJA,0,45444208,0,0,0,11,247852,0,0,0
1/6/2015,S1F0SBLG,0,11166184,0,0,0,7,194590,0,0,0
1/6/2015,S1F0SBXC,0,230480536,0,0,0,17,221531,0,0,0
1/6/2015,S1F0SC17,0,193417088,0,0,0,12,222396,0,0,0
1/6/2015,S1F0SCHE,0,150146824,0,0,0,6,193523,0,0,3
1/6/2015,S1F0SCPM,0,148268544,0,0,0,7,199939,0,0,2
1/6/2015,S1F0SCT6,0,188789432,0,0,6,16,221437,0,0,0
1/6/2015,S1F0T1AC,0,96296304,7024,0,24,9,238172,0,0,0
1/6/2015,S1F0T1BB,0,151616928,0,0,0,8,307598,0,0,0
1/6/2015,S1F0T1K8,0,119464376,0,1,0,7,254439,0,0,7
1/6/2015,S1F0T22E,0,74354968,0,0,0,11,380986,0,0,0
1/6/2015,S1F0T24J,0,118867840,0,0,0,12,215547,0,0,0
1/6/2015,S1F0T29K,0,217062600,0,0,0,7,263492,0,0,0
1/6/2015,S1F0T2FN,0,193837544,0,0,0,8,246551,0,0,0
1/6/2015,S1F0T2LA,0,28195072,424,0,1,10,254346,0,0,0
1/6/2015,S1F0TBK9,0,70906640,0,0,0,13,246889,0,0,0
1/6/2015,S1F0TCGQ,0,78464832,0,0,0,8,237291,0,0,21
1/6/2015,S1F0TD9A,0,150619840,0,0,0,11,264706,0,0,0
1/6/2015,S1F0TKSC,0,65859880,0,0,0,8,383457,0,0,4
1/6/2015,S1F0TKW7,0,183554520,0,0,0,12,251743,0,0,0
1/6/2015,S1F0TMLM,0,188268968,0,0,0,9,382621,0,0,0
1/6/2015,S1F0TMRF,0,62100576,0,0,0,11,252807,0,0,0
1/6/2015,S1F0TN84,0,120526024,0,0,0,7,387771,0,0,0
1/6/2015,S1F0TNAB,0,190323704,0,0,0,9,381659,0,0,1
1/6/2015,S1F0TND9,0,212326368,0,0,0,7,389197,0,0,0
1/6/2015,S1F0TNNA,0,190196032,0,0,0,8,387818,0,0,0
1/6/2015,S1F0TNSA,0,18960816,0,0,0,11,245385,0,0,0
1/6/2015,S1F0TNW4,0,161010576,0,0,0,10,246595,0,0,0
1/6/2015,S1F0TNYF,0,159379088,0,0,0,9,380944,0,0,0
1/6/2015,S1F0TP5E,0,90557432,0,2693,0,10,269915,0,0,2522
1/6/2015,S1F0TP6E,0,94169272,0,1,0,7,310943,0,0,241
1/6/2015,S1F0TP75,0,2254392,0,0,0,10,194393,0,0,0
1/6/2015,S1F0TP82,0,64447760,0,0,0,8,245741,0,0,0
1/6/2015,S1F0TP8F,0,232133496,0,0,0,12,310852,0,0,8
1/6/2015,S1F0TPH4,0,119260392,0,0,0,13,208157,0,0,0
1/6/2015,S1F0TPJC,0,226933368,0,10,0,12,254007,0,0,42
1/6/2015,S1F0TPK1,0,33340920,0,0,0,11,190011,0,0,0
1/6/2015,S1F0TPMF,0,186283464,0,0,0,6,253653,0,0,0
1/6/2015,S1F0TPS0,0,179373176,0,0,0,5,386734,0,0,0
1/6/2015,S1F0TPYB,0,178855400,0,53,0,8,380544,0,0,6
1/6/2015,S1F0TQ7S,0,162520480,0,0,0,7,381883,0,0,0
1/6/2015,S1F0TQ9G,0,171475984,0,263,0,10,303520,0,0,263
1/6/2015,S1F0TQCF,0,51974040,0,0,6,7,382327,0,0,8
1/6/2015,S1F0TQCV,0,38062816,0,0,0,8,300343,0,0,1
1/6/2015,S1F0TQEJ,0,49629347,61592,0,100,6,381533,32,32,0
1/6/2015,S1F0TQJ4,0,206207664,0,0,0,8,247643,0,0,0
1/6/2015,S1F0TQLY,0,36888416,0,0,0,8,193450,0,0,6
1/6/2015,S1F0TQNP,0,38871864,0,0,0,7,245325,0,0,0
1/6/2015,S1F0TQP1,0,130298024,0,72,0,12,266762,0,0,1150
1/6/2015,S1F0TQQ1,0,113813080,0,0,0,12,262560,0,0,0
1/6/2015,S1F0TQR9,0,58082792,0,0,0,11,195554,0,0,0
1/6/2015,S1F0TQTF,0,149543512,0,0,0,12,249451,0,0,0
1/6/2015,S1F0TQTH,0,162347792,0,0,0,9,381853,0,0,0
1/6/2015,S1F0VE11,0,5851208,0,0,0,10,192581,0,0,0
1/6/2015,S1F0VE35,0,54211888,0,0,0,8,253703,0,0,0
1/6/2015,S1F0W45F,0,113982848,0,0,0,9,402716,0,0,1
1/6/2015,S1F0WWHD,0,9699344,0,0,0,7,200813,0,0,0
1/6/2015,S1F0X4RC,0,239224872,0,0,0,11,193270,0,0,0
1/6/2015,S1F0XMNV,0,103671016,0,0,0,7,25,0,0,0
1/6/2015,S1F0Y4H6,0,110237584,0,0,0,5,202562,0,0,0
1/6/2015,S1F0Y6BM,0,194690592,0,0,0,8,193043,0,0,0
1/6/2015,S1F0Y8MA,0,20137464,0,0,0,8,191370,0,0,0
1/6/2015,S1F0YX6Z,0,166489232,0,0,0,8,192795,0,0,1
1/6/2015,S1F100R5,0,122481464,0,0,0,7,235465,0,0,0
1/6/2015,S1F101MC,0,182497904,0,0,0,10,206003,0,0,6
1/6/2015,S1F101SP,0,37139344,0,0,0,8,205726,0,0,0
1/6/2015,S1F1021H,0,39826672,0,0,0,11,231729,0,0,0
1/6/2015,S1F102L8,0,179285152,0,0,0,6,179991,0,0,0
1/6/2015,S1F1073Z,0,127002448,0,0,0,24,241181,0,0,0
1/6/2015,S1F10AS0,0,170662512,0,0,0,10,415325,0,0,0
1/6/2015,S1F10BNL,0,132703464,0,0,0,14,322217,0,0,0
1/6/2015,S1F10BRH,0,240522952,0,0,0,10,205722,0,0,0
1/6/2015,S1F10D0P,0,213950856,0,0,0,9,411003,0,0,0
1/6/2015,S1F10E6M,0,147829592,1080,0,0,7,202697,0,0,0
1/6/2015,S1F10EBC,0,31468152,0,0,0,7,200184,0,0,0
1/6/2015,S1F10FDX,0,197457832,0,0,0,11,206844,0,0,6
1/6/2015,S1F10FF0,0,47377272,0,0,0,8,227370,0,0,1
1/6/2015,S1F10FZB,0,16698504,0,0,0,16,324667,0,0,0
1/6/2015,S1F10GDQ,0,139641104,0,0,6,7,199142,0,0,0
1/6/2015,S1F10GSG,0,134930144,0,0,0,9,207708,0,0,0
1/6/2015,S1F10HH5,0,4366400,0,0,0,9,404836,0,0,0
1/6/2015,S1F10JL3,0,164773200,0,0,0,24,240975,0,0,0
1/6/2015,S1F10NDB,0,45757048,0,0,0,8,205262,0,0,0
1/6/2015,S1F10NM6,0,93777080,0,0,0,14,326370,0,0,0
1/6/2015,S1F10P0S,0,56859216,0,0,0,7,404934,0,0,0
1/6/2015,S1F10PED,0,93424848,0,0,0,5,191639,0,0,0
1/6/2015,S1F10QDG,0,35098184,0,0,0,5,215857,0,0,0
1/6/2015,S1F10QG6,0,224404552,0,0,0,6,207235,0,0,0
1/6/2015,S1F10QL8,0,111486448,0,0,0,6,192418,0,0,0
1/6/2015,S1F10RKC,0,62896840,0,0,0,12,236173,0,0,0
1/6/2015,S1F10RWZ,0,175363872,0,0,0,11,233928,0,0,0
1/6/2015,S1F10V1N,0,165520336,0,0,0,10,407958,0,0,0
1/6/2015,S1F10VJH,0,91764888,0,0,0,11,224214,0,0,0
1/6/2015,S1F10VP8,0,207854448,0,12,0,25,203491,0,0,0
1/6/2015,S1F114QM,0,35694872,0,0,0,9,409433,0,0,0
1/6/2015,S1F115Z6,0,82406304,0,0,0,11,242584,0,0,0
1/6/2015,S1F1162D,0,1134808,0,0,0,7,228132,0,0,0
1/6/2015,S1F116H4,0,159677688,0,0,0,9,207293,0,0,0
1/6/2015,S1F116J4,0,187254840,0,0,0,18,324318,0,0,0
1/6/2015,S1F117PK,0,236384272,0,0,0,12,203420,0,0,0
1/6/2015,S1F118JP,0,178862048,0,0,0,7,191458,0,0,0
1/6/2015,S1F11A9R,0,3556680,0,0,0,23,233429,0,0,0
1/6/2015,S1F11AK8,0,86955040,0,0,0,11,235326,0,0,0
1/6/2015,S1F11AXR,0,230413192,0,0,0,11,202532,0,0,0
1/6/2015,S1F11B1E,0,173899184,0,0,0,11,225227,0,0,0
1/6/2015,S1F11C16,0,162338624,0,0,0,8,213428,0,0,0
1/6/2015,S1F11CJC,0,223680544,0,0,0,13,233619,0,0,0
1/6/2015,S1F11DBJ,0,43832416,0,0,0,12,235751,0,0,0
1/6/2015,S1F11ETS,0,152570720,0,0,0,11,206717,0,0,0
1/6/2015,S1F11G2C,0,186276920,0,0,0,16,319805,0,0,0
1/6/2015,S1F11GG5,0,9864488,0,0,0,7,203729,0,0,0
1/6/2015,S1F11K34,0,212912880,0,0,0,14,322565,0,0,0
1/6/2015,S1F11KAY,0,189342864,0,0,10,5,201830,0,0,0
1/6/2015,S1F11KQW,0,35527888,0,0,0,6,201705,0,0,0
1/6/2015,S1F11L11,0,133085376,0,0,0,9,412263,0,0,0
1/6/2015,S1F11MB0,0,159348880,0,0,0,5,199492,0,0,0
1/6/2015,S1F11MT9,0,157388224,0,0,0,6,203502,0,0,0
1/6/2015,S1F11S2Q,0,23888056,0,0,0,7,201419,0,0,0
1/6/2015,S1F11S5B,0,74358768,0,0,0,11,191202,0,0,0
1/6/2015,S1F11WEH,0,239144584,0,0,0,8,203764,0,0,0
1/6/2015,S1F11XDA,0,118621480,0,0,0,10,191988,0,0,0
1/6/2015,S1F11Y4K,0,112543752,0,0,0,14,313304,0,0,0
1/6/2015,S1F11YHR,0,196435376,0,0,0,7,204080,0,0,0
1/6/2015,S1F121LH,0,224648576,0,0,0,9,191834,0,0,0
1/6/2015,S1F122HQ,0,119472512,0,0,0,11,192592,0,0,1
1/6/2015,S1F122KD,0,30841832,0,0,0,8,226891,0,0,0
1/6/2015,S1F12788,0,20747600,0,0,0,11,194657,0,0,0
1/6/2015,S1F12XGM,0,130216712,0,0,0,8,237766,0,0,1
1/6/2015,S1F12XJ4,0,242038360,0,0,0,14,225132,0,0,0
1/6/2015,S1F12Y53,0,223009976,2336,0,0,8,187447,0,0,0
1/6/2015,S1F12ZAS,0,85731048,0,0,0,10,228414,0,0,0
1/6/2015,S1F12ZQB,0,130339648,0,0,0,12,240027,0,0,0
1/6/2015,S1F12ZQN,0,156809712,0,0,0,7,201183,0,0,0
1/6/2015,S1F12ZRR,0,146804768,0,0,0,8,235941,0,0,0
1/6/2015,S1F12ZSD,0,214430600,0,0,0,13,224848,0,0,0
1/6/2015,S1F12ZZ2,0,213995360,0,0,0,11,235467,0,0,0
1/6/2015,S1F130GX,0,234226936,0,0,0,11,234228,0,0,0
1/6/2015,S1F130JB,0,186009472,0,0,0,9,192212,0,0,0
1/6/2015,S1F1318D,0,118885992,4960,0,0,13,89384,0,0,0
1/6/2015,S1F131F6,0,52083720,0,0,0,8,214835,0,0,0
1/6/2015,S1F132A5,0,35309656,0,0,0,11,232096,0,0,0
1/6/2015,S1F133YJ,0,28210864,0,0,0,13,233220,0,0,0
1/6/2015,S1F13432,0,39753272,0,0,0,8,217129,0,0,0
1/6/2015,S1F134QM,0,41212272,0,0,0,12,235074,0,0,2
1/6/2015,S1F13589,0,28875248,0,0,0,16,316626,0,0,0
1/6/2015,S1F1358N,0,165344176,0,0,0,24,231740,0,0,0
1/6/2015,S1F1359T,0,61843208,0,0,0,9,410575,0,0,0
1/6/2015,S1F135BR,0,130320320,0,100,0,16,323504,0,0,24
1/6/2015,S1F135CE,0,24624624,0,0,0,11,407520,0,0,0
1/6/2015,S1F135D3,0,195699312,0,0,0,12,234586,0,0,0
1/6/2015,S1F135DG,0,8619760,0,0,0,11,204009,0,0,3
1/6/2015,S1F135DN,0,15202888,0,0,0,10,410533,0,0,0
1/6/2015,S1F135F2,0,196042984,0,0,0,7,199685,0,0,0
1/6/2015,S1F135F3,0,69353632,0,0,0,14,323631,0,0,0
1/6/2015,S1F135GA,0,173537656,0,0,0,8,191667,0,0,0
1/6/2015,S1F135QH,0,12221656,0,0,0,13,410680,0,0,0
1/6/2015,S1F135SZ,0,163750912,0,0,0,9,214700,0,0,0
1/6/2015,S1F135TN,0,38186568,0,0,0,14,313755,0,0,0
1/6/2015,S1F135WP,0,197268288,0,0,0,11,193796,0,0,0
1/6/2015,S1F1360P,0,169300720,0,0,0,13,234947,0,0,0
1/6/2015,S1F1360W,0,74814616,0,0,0,10,402832,0,0,0
1/6/2015,S1F13619,0,75275144,0,0,0,9,190121,0,0,0
1/6/2015,S1F13635,0,190935176,0,0,0,24,241660,0,0,0
1/6/2015,S1F1364P,0,228230600,0,0,0,12,225324,0,0,0
1/6/2015,S1F1365W,0,205402952,0,0,0,11,192178,0,0,0
1/6/2015,S1F1368E,0,59148120,0,0,0,9,405790,0,0,1
1/6/2015,S1F13699,0,39179608,0,0,0,7,200608,0,0,0
1/6/2015,S1F136A5,0,3119016,0,0,0,12,192512,0,0,0
1/6/2015,S1F136BS,0,216174328,0,0,0,9,207142,0,0,0
1/6/2015,S1F136FG,0,136442096,0,0,0,12,229426,0,0,0
1/6/2015,S1F136J0,0,97425048,0,0,25,16,319072,0,0,0
1/6/2015,S1F136KG,0,186961400,0,0,0,11,240510,0,0,0
1/6/2015,S1F136KJ,0,33914688,0,0,6,11,199657,0,0,0
1/6/2015,S1F13B32,0,63274696,0,0,0,24,232304,0,0,0
1/6/2015,S1F13BTN,0,91962224,0,0,0,7,204133,0,0,0
1/6/2015,S1F13CBB,0,177932784,0,0,0,24,232260,0,0,0
1/6/2015,S1F13CMG,0,107466848,0,0,0,8,197181,0,0,1
1/6/2015,S1F13GPY,0,38293152,0,0,0,16,314594,0,0,0
1/6/2015,S1F13H80,0,197051840,0,0,0,9,205877,0,0,3
1/6/2015,S1F13HPP,0,208390208,0,0,0,10,205975,0,0,2
1/6/2015,S1F13HPR,0,160834032,0,0,0,8,190366,0,0,0
1/6/2015,S1F13HWA,0,35155448,0,0,0,13,233092,0,0,0
1/6/2015,S1F13JW4,0,64605600,0,0,0,8,185261,0,0,0
1/6/2015,S1F13K7S,0,145824544,0,0,0,9,205066,0,0,0
1/6/2015,S1F13K8E,0,71458320,0,0,0,12,205231,0,0,0
1/6/2015,S1F13KBJ,0,73468592,0,0,0,12,235973,0,0,0
1/6/2015,S1F13KBZ,0,45216,0,0,0,11,205656,0,0,0
1/6/2015,S1F13KC2,0,20922600,0,0,0,10,406275,0,0,0
1/6/2015,S1F13KF6,0,97282016,0,0,0,9,207037,0,0,0
1/6/2015,S1F13KG3,0,102898256,0,0,0,12,236770,0,0,0
1/6/2015,S1F13KNV,0,242652280,0,0,0,9,208044,0,0,0
1/6/2015,S1F13KZK,0,69055128,176,0,0,10,377662,0,0,0
1/6/2015,S1F13M9A,0,168504464,0,0,0,25,233106,0,0,0
1/6/2015,S1F13MAM,0,32800448,0,0,0,8,227650,0,0,0
1/6/2015,W1F00CL9,0,180314272,0,0,5,16,295987,0,0,0
1/6/2015,W1F034ZE,0,87340664,0,0,13,7,391612,0,0,0
1/6/2015,W1F03CRZ,0,143613696,0,0,6,9,397267,0,0,30
1/6/2015,W1F03D4L,0,71913200,0,0,0,14,324352,0,0,5
1/6/2015,W1F03DP4,0,40394976,0,8,1,14,320028,0,0,1080
1/6/2015,W1F03E8C,0,232693944,0,279,0,9,405240,0,0,38
1/6/2015,W1F03Y44,0,28484456,0,0,0,4,362781,0,0,0
1/6/2015,W1F05X69,0,104146872,0,0,0,2,201945,0,0,0
1/6/2015,W1F06QVP,0,222238576,0,0,0,8,307472,0,0,0
1/6/2015,W1F06RAW,0,207041680,0,0,0,2,467746,0,0,3
1/6/2015,W1F07EWB,0,143728488,0,0,0,16,204280,0,0,1
1/6/2015,W1F08B0G,0,143644320,0,0,0,13,246820,0,0,0
1/6/2015,W1F08EDA,0,197745856,0,2,0,25,560993,0,0,0
1/6/2015,W1F08J1G,0,7986312,0,12,6,7,413690,0,0,269
1/6/2015,W1F08KX5,0,160620416,0,377,0,7,395119,0,0,222
1/6/2015,W1F08KZW,0,96547864,0,0,0,4,382396,0,0,0
1/6/2015,W1F08PYR,0,206170976,49840,0,1033,10,391891,112,112,0
1/6/2015,W1F08RHG,0,113105192,0,0,0,25,664245,0,0,0
1/6/2015,W1F095DW,0,139591560,0,0,0,7,401986,0,0,3
1/6/2015,W1F097FV,0,181472384,0,0,0,6,375999,0,0,0
1/6/2015,W1F09H4J,0,27285168,0,0,0,7,406122,0,0,1
1/6/2015,W1F09HBX,0,4281648,0,0,6,7,386604,0,0,0
1/6/2015,W1F09WLS,0,216780664,992,11,2,4,360983,0,0,70
1/6/2015,W1F0A27Q,0,124197928,0,0,0,7,396828,0,0,0
1/6/2015,W1F0AQ9Q,0,72082144,0,1,5,3,403024,0,0,0
1/6/2015,W1F0AQDE,0,193458752,0,0,0,7,394480,0,0,4
1/6/2015,W1F0AQGD,0,94062024,0,0,7,7,403169,0,0,0
1/6/2015,W1F0DXT8,0,68428328,0,0,0,5,323150,0,0,0
1/6/2015,W1F0F65G,0,111055144,0,0,0,9,220878,0,0,1
1/6/2015,W1F0F6BN,0,221711128,0,0,0,12,231468,0,0,0
1/6/2015,W1F0FEH7,0,200977000,0,0,0,9,207210,0,0,0
1/6/2015,W1F0FKWW,0,84630568,0,0,0,13,192527,0,0,0
1/6/2015,W1F0FML1,0,180983368,0,0,0,10,220295,0,0,22
1/6/2015,W1F0FW0S,0,165167288,0,0,17,64,190873,0,0,2
1/6/2015,W1F0FY92,0,154003632,0,1,6,12,205140,0,0,0
1/6/2015,W1F0FYLJ,0,104780160,0,4,0,98,225618,0,0,20
1/6/2015,W1F0FZPA,0,211274288,0,0,0,12,203600,0,0,0
1/6/2015,W1F0G0NT,0,58938344,0,0,0,5,196581,0,0,1
1/6/2015,W1F0G99N,0,144566688,0,0,0,22,196431,0,0,0
1/6/2015,W1F0G9T7,0,96927776,0,0,0,10,207196,0,0,1
1/6/2015,W1F0GCAZ,0,31954248,0,0,0,9,205407,0,0,0
1/6/2015,W1F0GPGR,0,123141480,0,0,0,21,170211,0,0,0
1/6/2015,W1F0H973,0,97458104,0,8,0,58,226229,0,0,2
1/6/2015,W1F0HJWZ,0,220156608,0,0,0,63,225309,0,0,0
1/6/2015,W1F0HNC5,0,3726592,0,0,0,59,225238,0,0,1
1/6/2015,W1F0HPZK,0,126529224,0,0,0,7,288478,0,0,0
1/6/2015,W1F0HR3T,0,179676704,0,0,0,22,196313,0,0,0
1/6/2015,W1F0HSKB,0,220594272,0,0,0,16,203797,0,0,4
1/6/2015,W1F0HT26,0,92250960,0,0,0,35,250970,0,0,0
1/6/2015,W1F0HTQ2,0,50860432,0,0,0,13,289620,0,0,0
1/6/2015,W1F0HYT8,0,17018008,0,0,0,15,192434,0,0,0
1/6/2015,W1F0J7W7,0,57622792,0,62,0,95,230368,0,0,145
1/6/2015,W1F0J9KM,0,182583656,0,0,0,9,262162,0,0,0
1/6/2015,W1F0JA75,0,192578704,0,0,0,9,203753,0,0,2
1/6/2015,W1F0JA9T,0,130360864,0,0,0,8,192981,0,0,0
1/6/2015,W1F0JAZC,0,117414648,0,0,0,9,286837,0,0,0
1/6/2015,W1F0JEB8,0,172330536,0,0,0,10,291230,0,0,0
1/6/2015,W1F0JH87,0,101467080,0,1,0,8,206952,0,0,0
1/6/2015,W1F0JHRJ,0,82032760,0,0,0,11,293822,0,0,0
1/6/2015,W1F0JXDL,0,96666296,16,0,0,7,204818,0,0,0
1/6/2015,W1F0JY02,0,155978720,0,0,0,5,202566,0,0,0
1/6/2015,W1F0K9C1,0,236314992,0,0,0,11,292623,0,0,0
1/6/2015,W1F0KAX2,0,143658392,0,0,0,7,284644,0,0,0
1/6/2015,W1F0KCN8,0,41112456,0,0,0,6,300570,0,0,1
1/6/2015,W1F0KCP2,0,209063592,0,0,0,6,287615,0,0,0
1/6/2015,W1F0KCR5,0,115981576,0,0,0,8,192754,0,0,0
1/6/2015,W1F0KD20,0,108907848,0,0,0,17,219851,0,0,0
1/6/2015,W1F0KD36,0,62416760,0,0,0,11,192060,0,0,0
1/6/2015,W1F0KD3Y,0,16683320,0,0,0,11,456406,0,0,0
1/6/2015,W1F0KG97,0,175922936,0,0,0,68,229551,0,0,0
1/6/2015,W1F0KHHQ,0,13629864,0,0,0,11,292003,0,0,4
1/6/2015,W1F0KRWP,0,147248992,0,0,0,7,296930,0,0,10
1/6/2015,W1F0L2LC,0,30687632,0,0,0,29,254822,0,0,3
1/6/2015,W1F0L2Q7,0,84972648,0,0,0,61,223136,0,0,0
1/6/2015,W1F0L66L,0,202631552,0,0,6,6,177324,0,0,0
1/6/2015,W1F0L6ZS,0,50883560,0,0,0,32,252944,0,0,1
1/6/2015,W1F0LBD3,0,143492448,0,0,0,5,191948,0,0,0
1/6/2015,W1F0LS71,0,236420264,0,0,0,8,286804,0,0,0
1/6/2015,W1F0LSFS,0,51549624,0,0,0,6,198659,0,0,0
1/6/2015,W1F0LYY0,0,178611024,0,0,0,5,240194,0,0,0
1/6/2015,W1F0LZFB,0,46680216,0,0,6,9,191412,0,0,0
1/6/2015,W1F0LZJX,0,123460592,0,0,0,13,451224,0,0,0
1/6/2015,W1F0M02P,0,173986816,0,1,6,9,457206,0,0,33
1/6/2015,W1F0M330,0,183617896,0,0,0,11,457478,0,0,0
1/6/2015,W1F0M35B,0,107500824,0,0,0,7,247823,0,0,0
1/6/2015,W1F0M46R,0,93462432,0,0,0,14,294038,0,0,0
1/6/2015,W1F0M492,0,113209272,0,0,0,8,193048,0,0,0
1/6/2015,W1F0M4BZ,0,196823504,0,0,0,8,301189,0,0,7
1/6/2015,W1F0M6Y0,0,157132016,0,25,0,4,451804,0,0,400
1/6/2015,W1F0MNDQ,0,198789256,0,0,0,6,193079,0,0,0
